2329	139
gene	Description	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139
1344	*	0.164865	1.709104	0.107954	0.719001	0.261830	0.101813	0.687512	0.063417	0.459753	0.170824	0.253511	0.282188	0.366428	0.441968	1.066797	1.961377	0.609339	1.718093	0.722322	0.433294	0.720429	0.383822	0.648398	0.530670	1.450025	1.730579	0.087913	0.215325	1.499065	0.292662	0.270871	1.044652	0.801157	1.090283	0.173579	0.926010	0.391162	0.653938	0.351266	0.158299	0.534777	0.417232	0.883287	0.237296	0.183128	0.200582	0.201815	0.999013	0.301355	1.038278	0.338242	0.243234	0.174965	0.314163	1.567703	0.768575	0.219198	0.092647	0.051615	0.212508	0.183287	0.060806	0.086793	0.961990	0.318056	0.120252	0.100282	0.239984	0.950046	0.148302	0.229019	0.119389	0.184315	0.835564	7.969539	0.177244	0.520844	0.213438	0.561202	0.722267	0.268515	0.125857	0.128207	0.497227	0.535963	0.158140	0.187990	0.081375	0.525432	0.275962	0.167257	2.487792	0.120850	0.079401	0.112289	3.600137	0.240006	0.333820	0.152336	0.543021	0.158487	0.103980	0.260651	0.689989	0.202476	0.048804	0.150459	0.122608	0.305832	0.055653	0.445590	0.310765	0.380109	0.320154	0.053455	3.464589	0.216252	0.041348	0.210871	1.076020	0.471947	0.224295	0.459447	0.761689	0.274779	0.169483	0.314984	0.244544	0.060606	0.230249	0.311120	0.134814	0.187194	0.269643	0.089155	0.347525	0.261559	0.025277	0.209279
1345	*	0.144771	0.069553	0.151763	0.300284	0.129152	0.196668	0.552150	1.130518	1.364231	0.516923	0.225020	0.656631	0.355291	0.442791	0.441036	2.162226	0.124595	0.184075	1.886912	0.187766	0.368675	0.936523	0.445517	1.242891	2.122237	0.138602	0.151010	0.558191	0.080628	1.788981	0.132014	0.567676	0.825136	0.121153	0.215574	0.039831	0.642821	1.083189	0.350063	0.073014	0.145456	0.296067	1.519801	1.518735	0.157957	0.341827	0.282904	0.080491	0.326548	1.637841	0.693079	0.295770	0.252197	0.001075	3.003918	0.349648	1.886541	0.181310	1.506489	0.191022	0.526740	0.067106	0.140005	0.089409	1.139544	0.185606	1.554991	0.247088	0.255344	0.624332	0.155680	0.026337	0.100746	0.092539	0.263216	0.304932	0.262324	0.157757	1.339165	1.822650	0.240471	0.180401	0.199356	1.607479	0.269573	0.215676	0.461287	0.066547	0.634192	0.103591	0.134832	3.156526	0.505950	0.272750	0.032211	0.227060	0.140590	0.420799	6.481630	0.248375	1.033266	0.142711	0.050243	0.518238	0.119205	0.072407	0.150001	0.126464	0.077215	0.154099	0.561012	1.749586	0.330699	0.334688	0.098363	3.618083	0.337281	0.599912	0.429800	0.180703	0.722386	0.218930	1.010192	0.241564	0.382543	0.082407	0.433048	0.334914	0.062738	0.269282	0.447118	0.396270	0.113093	0.527948	0.281048	0.798945	0.507021	0.102710	0.054148
1346	*	0.043849	0.222063	0.066057	0.266239	0.510871	0.065896	0.324044	0.303125	0.084907	0.098214	0.182318	0.148404	0.453892	1.497840	0.380310	0.321587	0.289833	2.014179	1.477592	0.235332	0.200046	0.149789	0.327603	0.417819	0.574453	0.257371	0.174396	0.107340	0.138486	0.289987	0.131616	0.636694	0.092301	2.552732	0.241262	0.061287	0.855742	0.150226	0.377300	0.110752	0.073857	0.102070	0.692591	0.050445	0.412071	0.059322	0.121724	0.155083	0.023645	1.218527	0.354281	0.354061	0.139987	0.811746	0.555638	0.287383	0.501151	0.034655	0.030567	0.573328	0.423076	0.060309	0.281351	0.210945	2.703698	0.095850	0.345064	0.033289	0.090754	0.013349	0.047731	0.019132	0.087818	0.030670	1.057856	0.033306	0.226536	0.104613	0.077389	0.328779	0.089382	0.070450	0.058415	2.343185	0.080418	0.326124	0.073421	0.049912	0.080329	0.182754	0.099150	0.745261	0.025034	0.123256	0.052841	0.131459	4.092290	0.047499	0.676963	0.033204	6.386423	0.475128	0.083928	0.227895	0.078034	0.078081	0.175651	0.229928	0.086206	0.056609	0.164005	0.365465	0.267224	0.499898	0.563918	6.384302	0.103412	0.078355	0.061955	0.184257	0.303220	0.235576	0.203188	0.257194	0.256750	0.031541	0.401884	0.554911	0.047313	0.077910	0.334235	0.090804	0.076246	0.057570	0.042148	0.278497	0.132310	0.036078	0.040884
1347	*	0.161904	4.855231	0.249457	1.058805	0.308138	0.387295	0.137234	0.202629	0.099121	0.079260	0.118707	0.306797	0.277002	0.448908	0.325989	0.225784	1.576030	0.544531	0.885833	0.294017	3.422179	0.209682	0.275529	1.287572	0.939327	4.403846	0.302965	0.376992	0.969815	0.284057	0.211563	1.647526	0.270573	0.865698	0.756099	2.272146	0.476862	0.398059	0.406658	0.171101	0.251499	0.482291	1.737609	0.150578	0.364553	0.097690	0.228429	0.280757	0.276867	3.334838	1.093720	0.377066	0.268914	3.057730	1.374434	0.323816	0.346960	0.093628	0.169336	0.381590	1.185571	0.040372	0.392737	0.689787	0.249661	0.137356	0.240680	0.077850	2.324210	0.511442	0.044799	0.050555	0.095334	0.254968	1.394649	0.104197	0.405755	0.152304	0.777805	0.400583	0.387985	0.062392	0.024282	0.460902	0.398189	0.140466	0.361338	0.067516	0.947410	0.207761	0.269681	2.451704	0.233068	0.348165	0.043940	0.490302	0.608714	0.000000	0.129650	0.121564	2.089138	0.082844	0.224589	1.079312	0.099742	0.135899	0.041816	0.293915	0.033668	0.187232	1.140229	0.233500	0.299528	0.690215	0.162281	2.655942	0.497683	0.470311	0.354417	0.412409	0.212787	0.346201	0.134546	0.905564	0.513227	0.340210	0.337354	0.101379	0.062454	0.170568	0.280832	0.152551	0.198532	0.149259	0.081693	0.521535	0.245041	0.098253	0.038028
1348	*	0.177208	2.295109	1.248109	0.442249	1.572066	0.075416	0.141766	0.076197	0.085956	0.096903	0.039368	1.055809	0.473724	0.130589	0.225496	0.437424	1.272622	1.277710	1.005176	0.000000	0.136205	0.000000	1.303372	0.816321	2.046328	2.368126	0.705812	0.727293	0.189510	0.423856	0.088102	1.278813	0.619006	0.562854	1.406177	0.258759	0.692792	0.374220	0.342244	0.176877	0.270329	0.558045	0.241465	0.148652	0.704166	0.198952	1.198625	0.767188	0.000000	0.000000	0.182593	1.564441	0.118755	1.024076	6.635360	0.473422	0.049006	0.273284	0.061782	0.000000	0.000000	0.106053	1.268180	2.025574	0.037914	0.133141	0.610232	0.136594	0.781859	0.045213	0.016752	0.135376	0.797380	0.142260	0.144900	0.350195	0.753584	0.606484	0.382124	1.001677	0.292011	0.147716	0.165967	1.976015	0.936798	0.060765	0.165799	0.393808	0.409894	0.165738	0.943413	1.392126	0.250531	0.293405	0.165710	0.524133	1.006453	0.585760	0.465124	0.455504	1.431975	0.106347	2.819656	0.197923	0.224332	0.142200	0.147910	0.767430	0.879228	0.153777	0.571391	0.374844	0.855840	2.368527	2.156425	0.862923	0.641956	0.390882	0.449602	0.435849	0.324399	0.748372	0.402660	2.514638	0.971837	0.000000	0.217715	0.000000	0.333158	0.124174	0.018621	0.175544	0.515074	0.175422	0.071120	0.088858	0.877139	0.076094	0.057992
1349	*	0.105805	0.773190	0.136284	0.377803	0.230249	0.299072	0.715664	0.637569	0.988279	0.661724	0.733859	0.776868	0.993712	0.757468	0.366083	0.856234	0.745755	0.339760	1.334412	0.524568	0.452015	0.902606	0.517370	0.970203	1.489083	1.454044	2.784365	1.205422	0.434597	1.399002	0.398484	0.996200	0.944654	0.872097	0.204782	0.446801	1.156357	0.928650	0.306034	0.073429	0.570483	0.163122	1.085418	1.838442	0.342710	0.617384	0.200979	0.527156	0.366195	2.999045	0.723096	0.322975	0.943585	1.037636	2.717457	1.044039	0.718906	0.059786	2.144440	0.262644	0.153006	0.048322	0.291564	0.278188	0.394888	0.222283	0.984540	0.516008	1.868036	0.316518	0.239020	0.088244	0.085417	0.284277	1.336937	0.266330	0.264839	0.104168	1.414714	1.318746	0.515301	0.209526	0.700129	1.523701	0.059520	0.461681	0.490044	0.186304	0.475791	0.847962	0.355072	3.418341	0.314891	0.211023	0.021872	0.281280	0.367289	0.246703	4.563688	0.411946	0.641400	0.349443	0.148840	0.852844	0.420229	0.226124	0.421505	0.154993	0.327177	0.229847	0.888724	0.859585	0.531982	1.182028	1.065024	3.536486	0.609566	0.545208	0.493877	0.402136	0.817841	0.788512	0.689030	1.233027	0.524053	0.246478	0.428575	0.290477	0.112666	0.294769	0.382044	0.144829	0.145555	0.561650	0.288029	1.175106	0.684989	0.134378	0.105511
1350	*	0.153673	0.269179	0.141556	0.242888	0.088467	0.273836	0.892756	0.030636	0.111967	0.084039	0.135093	0.084834	0.589922	0.160653	0.564842	0.753147	0.115638	0.080504	1.535481	0.499857	0.891577	0.259807	0.258576	0.744583	1.045123	0.868066	0.203616	0.240724	0.163782	0.239467	0.172950	1.982615	0.161758	0.762765	0.267243	0.291214	0.767273	0.398799	0.056006	0.100065	0.341494	0.127804	0.548586	0.404675	0.292785	0.172989	0.174474	0.537817	0.036892	2.865470	0.502579	0.085603	0.680050	0.312930	1.356985	0.305659	0.102025	0.137677	0.163375	0.546758	0.131813	0.132962	0.307337	0.556220	0.053735	0.095075	0.196915	0.121169	0.957963	0.008291	0.201778	0.110864	0.114991	1.860785	1.196658	0.282552	0.170441	0.081166	1.357171	1.730418	0.212956	0.124615	0.120476	0.699562	0.042528	0.199612	0.423353	0.150642	0.377602	0.470884	0.223188	3.982023	0.129311	0.203361	0.085895	7.864282	0.666816	0.188392	0.206019	0.129578	0.405733	0.159868	0.101257	1.732269	0.264034	0.090179	0.225757	0.134143	0.061027	0.202114	0.528573	0.193249	0.615370	1.038927	0.427150	1.254774	0.410893	0.525408	0.271890	2.757905	1.766719	0.329320	0.754995	1.404566	0.313693	0.017607	0.039399	0.182800	0.029765	0.492331	0.235326	0.282740	0.148015	0.434173	0.126005	0.338872	0.334346	0.056974	0.043570
1351	*	0.229187	0.222604	0.239333	0.098730	0.124127	0.265054	0.504345	0.072053	0.176551	0.077273	0.045409	0.102298	1.232386	0.089134	1.067344	0.105992	0.000000	0.102569	1.404194	0.137385	5.557379	0.159941	0.214017	1.114009	1.946190	1.328160	0.153668	0.495631	0.538189	0.000000	1.367705	1.038295	0.157172	0.360014	0.715118	0.000000	1.158824	2.487892	0.123556	0.041440	0.676164	0.164813	1.745570	1.727875	0.198776	0.109945	1.168553	0.968869	0.092958	3.655040	0.781227	1.135741	0.529619	2.887859	0.719311	0.423822	1.052613	0.115107	0.146209	1.661303	0.667821	0.118948	0.454156	3.202804	0.093618	0.138278	0.293286	0.487904	0.168300	0.108719	0.296005	1.275612	0.077694	0.453158	0.416479	0.222174	0.102544	0.035327	0.783782	0.460251	0.064721	0.388367	0.207030	1.365276	0.000000	0.856653	0.504219	0.134824	0.633808	0.357047	0.586263	0.378886	0.148054	0.623912	0.500987	0.406952	1.100114	0.225367	0.207655	0.257448	0.110177	0.127288	0.123465	1.454677	0.283886	0.077654	0.652729	0.251995	0.230572	0.266418	2.014968	0.568358	0.302648	2.339924	0.307969	1.432310	0.153028	1.986376	0.352024	0.529570	0.386139	0.377293	0.420473	2.036192	0.135007	0.206768	0.632757	1.038465	0.073675	0.553495	0.455660	0.241232	0.184011	0.232462	0.198439	0.138456	0.346105	0.046400	0.098259
1352	*	0.437002	4.423387	0.930603	1.504068	0.611956	0.610790	0.784135	0.395158	1.235806	0.520099	0.253057	0.647073	1.014808	0.861282	0.686276	0.924399	2.003308	0.471860	2.139146	0.787370	1.502776	0.611591	0.489987	1.493658	1.523602	1.332492	0.942503	0.800404	0.622748	0.608081	0.916507	0.761959	0.561553	1.558731	0.634651	0.734101	0.924098	1.166016	0.488732	0.273938	0.839344	1.205670	1.078175	0.484421	0.714138	0.283324	0.489779	0.388024	0.542285	1.565893	0.949328	0.786322	0.635578	1.127215	2.709821	0.755124	1.467245	0.282919	0.312833	0.573225	1.194585	0.130715	0.934828	1.681898	0.561487	0.239815	0.449673	0.301243	3.125045	0.735609	0.206463	0.162156	0.168727	0.402565	0.589356	0.228738	0.297330	0.411653	0.733675	1.878565	0.330742	0.408124	0.612212	0.717515	0.585835	0.565978	0.448917	0.348203	0.644998	0.641816	0.261542	0.937549	0.271230	0.390301	0.439415	0.597861	1.481732	0.650694	1.410366	0.682613	2.496089	0.470686	1.004304	0.910543	0.450535	0.219290	0.208302	0.411529	0.287322	0.609054	0.875298	1.240683	0.641088	1.754339	0.812145	1.764725	0.823081	0.901923	1.098342	0.474502	0.346787	0.741950	0.766283	1.139612	1.126492	0.308523	0.557613	0.410189	0.226649	0.167710	0.616695	0.260586	0.252695	0.406500	0.401415	0.610266	1.095921	0.327319	0.196332
1353	*	0.125073	0.329214	0.049881	0.432650	0.142772	0.195883	0.137596	0.128773	0.359689	0.130516	0.078440	0.119654	0.416475	0.331834	0.382571	0.236192	0.210030	0.165581	0.981888	0.694317	0.030730	0.543390	0.134794	1.281238	0.528320	1.727919	0.125478	2.600433	0.048910	0.364176	0.400292	0.547464	0.322112	0.488845	0.200221	0.367270	0.695300	0.337340	0.134168	0.077679	0.180025	0.442266	0.375998	0.114240	0.340341	0.086405	0.215481	0.123992	0.080625	2.214566	0.285599	0.203624	0.368189	0.114592	0.504172	0.338535	0.442023	0.065245	0.134477	0.209975	0.330841	0.033473	0.128774	0.643446	0.225737	0.056559	0.164048	0.029870	1.214408	0.096568	0.025389	0.077689	0.104091	1.910878	0.321334	0.084769	0.160909	0.186485	0.480326	1.675281	0.119748	0.119112	0.229129	0.376237	0.149171	0.265924	0.148520	0.083482	0.326624	0.191510	0.078623	1.020877	0.063818	0.182106	0.051935	9.716181	0.470140	0.222640	0.316639	0.237291	1.761417	0.314072	0.073946	0.608534	0.114938	0.110962	0.120270	0.086198	0.043528	0.211415	0.941394	0.248423	0.989482	0.400310	0.448812	0.847499	0.334946	0.185176	0.064045	1.062770	1.385814	0.187156	0.586736	0.173827	0.333510	0.041216	0.169816	0.163601	0.047492	0.036353	0.222137	0.133612	0.269573	0.316062	0.037780	0.282473	0.340445	0.075966	0.115632
1354	*	0.414674	0.528881	0.142214	1.770326	0.185591	0.388175	0.962624	0.061621	0.011296	0.046277	0.116833	0.400363	3.873772	0.478067	0.441285	1.916696	0.636815	0.081954	0.442410	0.234423	0.196839	0.082455	0.138337	1.610789	1.543028	0.524852	0.455544	0.200838	0.066581	0.231793	0.497103	0.088355	0.513015	3.367944	1.387974	1.364675	2.151576	0.951868	0.260759	0.037517	0.050228	0.373552	0.143621	0.041956	0.928397	0.431396	0.136966	0.575877	0.160333	4.970605	7.037206	0.312362	0.050382	0.513644	0.093285	0.411996	1.327194	0.170667	0.069036	0.633052	1.210214	0.047562	0.432909	0.627319	0.174252	0.293523	0.813606	0.087386	0.459099	0.090297	0.042495	0.044699	0.034980	0.112067	0.143534	0.035191	0.093180	0.074980	0.553552	0.883536	0.081387	0.098677	0.288269	0.316128	0.330469	0.088302	0.068587	0.084456	0.285083	0.136149	0.054214	0.610279	0.057039	0.235578	0.045911	0.080012	0.123992	0.425038	0.207655	0.117644	0.501783	0.134239	0.092506	0.220171	0.062681	0.090294	0.084905	0.041927	0.055736	0.159979	0.373410	0.096190	0.043844	0.175827	0.393357	1.001562	0.269094	0.184670	0.097681	0.454081	0.147763	0.152157	0.223363	0.036718	0.729721	0.295278	0.098752	0.575573	0.060244	0.000000	0.495923	0.263622	0.247278	0.183038	0.046318	0.132604	0.076390	0.222014	0.049031
1355	*	0.198902	6.779641	0.265117	0.101460	0.406531	0.108266	0.223972	0.108232	0.721549	0.228207	0.189871	0.543449	0.240629	0.209365	0.442663	1.261116	0.650809	0.783423	0.799879	0.671408	0.215456	0.422939	0.749362	4.197145	1.125380	3.431004	0.159755	1.316249	0.333859	0.508386	0.768457	1.308333	0.318498	1.193879	1.249930	0.325575	0.370242	0.363760	0.278549	0.069874	0.136347	0.166722	0.614453	0.018627	0.274316	0.142279	0.440341	0.461353	0.043869	2.174236	0.365613	0.380181	0.210341	0.230404	1.315507	0.547912	0.164989	0.109751	0.051357	0.086948	0.191727	0.051821	0.636695	1.731839	0.412755	0.039972	0.341130	0.021512	0.188653	0.147635	0.097572	0.044357	0.096742	0.857086	2.091688	0.103301	0.187950	0.077941	0.418621	0.989769	0.175159	0.145783	0.191176	0.204677	0.026404	0.183874	0.238143	0.127124	0.282348	0.145472	0.032633	0.622175	0.085134	0.448126	0.039612	3.879241	1.143825	0.116134	0.195638	0.380135	0.835933	0.132694	0.178181	0.300175	0.393273	0.068617	0.141399	0.000000	0.048744	0.202376	0.226152	0.166458	0.908779	0.391149	0.072409	0.576961	0.480532	0.176291	0.430537	1.553677	0.433250	0.165356	0.304915	0.443287	1.790861	0.135902	1.506483	0.172737	0.075840	0.100471	0.654434	0.236734	0.236864	0.257894	0.035672	0.415664	0.672419	0.093027	0.069749
1356	*	0.089542	4.409996	0.082634	0.373633	0.434530	0.618690	0.572997	0.221399	0.158911	0.071809	0.504632	0.503368	0.565526	0.454833	0.438663	1.120370	2.109848	0.171358	1.752251	0.228412	0.755546	0.507196	0.247236	0.731253	1.235139	1.328933	0.058947	0.109823	0.196001	0.422940	0.374911	2.794267	0.245953	3.016850	0.494599	3.653898	2.872722	0.508946	0.281090	0.099794	0.078713	0.343095	2.518102	0.095048	0.455307	0.097202	0.601131	0.171781	0.221682	1.457594	1.383056	0.366181	0.545033	0.651026	1.658047	0.268951	0.401333	0.271533	0.109457	0.100978	0.376718	0.101540	0.604823	2.927927	1.047879	0.047837	0.281509	0.134280	1.295221	0.267241	0.074831	0.064325	0.079520	0.056404	0.170500	0.010036	0.171048	0.213563	2.695303	1.306980	0.160011	0.263503	0.180880	1.210889	0.236329	0.077804	0.125691	0.116738	0.595624	0.676867	0.020147	1.310511	0.044934	0.189730	0.027250	0.293870	0.000000	0.000000	0.932496	0.340404	0.472774	0.403207	0.056206	0.162344	0.214883	0.025582	0.078984	0.173004	0.038975	0.157017	0.174198	0.409265	0.488583	1.298217	0.309069	3.832448	0.463961	0.227235	0.179080	0.182043	0.289025	0.066579	1.364334	0.060214	0.420106	0.092825	1.036065	0.284500	0.111429	0.108356	0.596705	0.155278	0.678976	0.118004	0.047201	0.645535	0.388730	0.098423	0.048942
1357	*	0.172342	4.072613	0.334074	0.170306	0.277649	0.118420	0.935004	0.257964	2.828521	0.364000	0.350107	1.795604	0.300565	0.787787	0.471782	5.423497	2.144958	0.343531	1.288286	0.819589	0.816786	0.205819	1.660868	0.951139	0.303564	0.679326	0.000000	0.639392	0.084460	0.162494	0.138936	2.287703	0.333526	0.475513	0.136625	0.177675	0.871152	2.569499	0.224550	0.091070	0.080913	0.206146	0.194233	0.100447	0.430411	0.089923	0.358613	0.971211	0.212570	0.310836	0.420339	0.565770	0.107681	1.174321	1.319368	0.880181	1.392083	0.091103	0.116510	0.284153	0.099360	0.042243	1.875492	1.540119	0.171472	0.130054	0.073828	1.000987	0.393710	0.170396	0.578701	0.070037	0.100907	0.039332	0.599241	0.054767	0.198917	0.078607	0.164232	0.511945	0.121122	0.870026	0.281675	0.582259	0.147233	0.132018	0.198775	0.120388	0.373396	0.046181	0.507291	0.375605	0.072716	0.188276	0.103977	0.188883	0.655103	0.122176	0.108008	0.265576	3.005405	0.031427	0.122483	0.183592	0.127354	0.136463	0.038188	0.159723	0.035217	0.229354	4.371143	0.273385	0.681114	0.142048	0.012244	1.099119	0.327006	0.226692	0.107209	1.644072	0.159816	0.241177	0.197470	0.019464	0.188335	0.106355	0.953156	0.351875	0.075332	0.245840	0.285723	0.128661	0.000000	0.629951	0.078649	0.445015	0.634028	0.049353	0.130604
1358	*	0.292610	3.161543	0.489976	0.447993	0.546238	0.347732	0.684475	0.398263	0.506909	0.324776	0.342300	0.553900	0.590550	1.508329	0.459308	0.425827	0.511130	1.677759	3.149379	0.553836	0.789287	1.259476	0.462455	1.485096	1.554985	1.254164	0.289604	0.924877	0.353050	0.336317	0.254425	0.994777	0.463192	2.310884	0.502818	1.027731	1.281902	0.277801	0.686231	0.134289	0.777932	0.354147	0.782235	0.627391	1.424480	0.189243	0.973156	0.414647	0.383042	1.750123	0.779098	0.944552	0.519698	2.683371	2.496543	0.340866	1.269114	0.129911	0.445335	1.675208	0.452251	0.179848	0.710556	3.243053	0.967374	0.179897	0.459609	0.177214	0.997269	0.356782	0.136685	0.182864	0.106891	0.247717	1.294898	0.483304	0.220937	0.702741	0.506696	1.193017	0.239286	0.174609	0.700287	0.983369	0.621580	0.244754	0.158561	0.158376	0.402536	0.801305	0.218238	0.696135	0.099525	0.368288	0.212746	0.383392	0.603874	0.395845	0.409240	0.163526	1.655483	0.182438	0.084474	0.411199	0.354632	0.180278	0.536162	2.663179	0.108867	0.420108	0.989771	0.582034	1.110768	1.530784	0.280748	2.453913	0.500916	0.283679	0.472704	2.567339	0.224173	0.459810	0.353913	1.823779	0.687947	0.176395	1.779928	1.326808	0.133294	0.217900	0.440256	0.354055	0.080272	0.247467	0.515761	0.719312	0.879825	0.069808	0.250770
1359	*	0.078587	6.139766	0.297010	0.665132	0.293182	0.405541	0.312791	1.843126	1.618268	0.631993	0.617435	1.431027	0.320180	0.379190	0.237935	1.222362	0.531848	0.334587	2.125357	0.515549	0.271614	1.938819	0.366494	1.047779	1.651205	1.136127	0.366601	1.241967	0.190584	0.970492	0.089450	0.931055	0.561612	0.702590	0.519275	0.393258	0.627050	0.706223	0.838934	0.063806	0.391602	0.274464	0.217487	0.998987	0.643588	0.449618	0.119124	0.298215	0.376956	1.475995	0.356071	0.334169	0.599649	0.433512	2.306021	0.923952	0.648377	0.080656	1.400371	0.257271	0.364333	0.096874	0.357474	0.178829	1.361158	0.348619	1.103133	0.194804	0.460986	1.104591	0.208256	0.031378	0.045795	0.082234	0.346228	0.186040	0.362050	0.120596	1.052095	1.043158	0.275698	0.239763	0.261018	0.782101	1.395467	0.227601	0.370417	0.119510	0.590604	0.231438	0.207083	1.122227	0.164264	0.452021	0.095209	0.059398	0.191513	0.292797	3.831606	0.195744	0.856309	0.157373	0.135388	0.299205	0.323368	0.087876	0.065823	0.175940	0.220428	0.386388	0.207576	1.083435	0.172794	1.387181	0.327530	2.246804	0.383376	0.491135	0.578153	0.225897	0.190024	0.775061	0.459256	0.643885	0.876836	0.122008	0.583595	0.189211	0.032318	0.155804	0.392096	0.239307	0.107158	0.513100	0.066940	3.836233	0.418581	0.102810	0.099417
1360	*	0.039357	0.636269	0.000000	0.977448	0.042432	0.546370	0.000000	0.113251	0.000000	0.000000	0.053385	0.000000	0.203201	0.377339	0.217265	0.000000	0.483564	0.192725	0.000000	0.591792	0.000000	0.948553	0.258890	1.940844	1.213974	0.122671	0.216217	0.038575	0.074114	0.610396	0.263088	0.471594	0.117717	1.335709	0.185486	0.118264	1.306235	0.000000	0.073859	0.056478	0.498081	0.174080	0.644728	0.000000	0.613446	0.178899	0.000000	0.146694	0.166129	4.273792	0.389047	0.386065	0.218685	0.297164	0.000000	0.268595	0.005356	0.090049	0.090465	0.000000	0.332831	0.107099	0.000559	0.000000	0.268185	0.158107	0.137852	0.127638	0.000000	0.218201	0.012276	0.256501	0.220588	0.311015	0.065178	0.149631	0.097966	0.381944	0.714611	6.616249	0.047982	0.000000	0.334015	0.376035	0.295567	0.233886	0.032102	0.690023	0.126686	0.171099	0.086400	2.011155	0.316496	0.093173	0.048009	0.004260	0.000000	1.627468	1.224855	0.049633	0.612503	0.402127	0.073955	0.494016	0.428030	0.057698	0.268100	0.196979	0.250322	0.277163	0.000000	0.357559	0.300016	0.236713	0.543238	1.254466	0.076409	0.000000	0.257107	2.077291	6.130581	0.104203	2.396781	0.376470	0.528332	0.032184	0.080862	0.205819	0.223509	0.148149	0.212091	0.176476	0.000000	0.204895	0.016938	0.000000	0.201772	0.046201	0.122313
